filename,num_sentences,num_bullets,num_matching
3713.txt,5,1,0
3714.txt,5,1,1
3715.txt,7,5,2
3716.txt,5,1,0
3717.txt,6,1,2
3718.txt,6,2,0
3721.txt,6,2,1
3725.txt,7,1,0
3727.txt,5,2,2
3730.txt,8,1,1
3732.txt,6,1,0
3733.txt,10,7,6
3735.txt,5,2,1
3736.txt,5,1,0
3739.txt,10,2,1
3740.txt,5,2,2
3741.txt,6,1,0
3742.txt,5,1,1
3743.txt,4,1,0
3746.txt,6,2,1
3748.txt,6,2,0
3750.txt,8,6,4
3751.txt,5,1,0
3752.txt,9,2,1
3753.txt,13,3,4
3755.txt,8,2,0
3756.txt,5,2,1
3757.txt,7,1,1
3758.txt,4,1,0
3759.txt,9,5,5
3760.txt,10,2,3
3761.txt,5,3,1
3762.txt,7,1,0
3766.txt,6,3,0
3768.txt,5,2,2
3769.txt,5,4,4
3770.txt,5,1,1
3772.txt,7,2,2
3774.txt,8,3,3
3776.txt,4,1,0
3777.txt,8,3,1
3780.txt,5,2,2
3784.txt,6,2,2
3785.txt,6,2,0
3786.txt,4,4,5
3789.txt,7,2,1
3790.txt,12,8,5
3791.txt,2,1,1
3793.txt,8,5,4
3794.txt,10,1,2
3795.txt,6,1,1
3797.txt,6,2,1
3798.txt,5,2,1
3799.txt,4,3,1
3800.txt,11,6,1
3801.txt,9,6,5
3802.txt,9,6,3
3803.txt,9,6,5
3804.txt,7,6,4
3805.txt,6,1,0
3806.txt,5,3,2
3807.txt,9,2,1
3808.txt,6,2,1
3810.txt,6,2,0
3811.txt,3,4,1
3812.txt,7,4,2
3813.txt,4,1,2
3815.txt,6,3,3
3816.txt,8,1,1
3819.txt,6,5,2
3820.txt,6,2,1
3821.txt,4,1,0
3822.txt,5,1,1
3824.txt,6,3,3
3825.txt,4,4,2
3828.txt,6,1,0
3829.txt,9,7,5
3832.txt,6,1,0
3833.txt,12,8,6
3834.txt,4,1,1
3835.txt,5,2,0
3838.txt,7,2,0
3839.txt,12,5,1
3840.txt,14,9,3
3841.txt,6,1,0
3842.txt,5,1,2
3843.txt,9,2,0
3846.txt,8,4,4
3847.txt,6,3,1
3848.txt,8,6,6
3849.txt,4,1,0
3850.txt,5,2,1
3851.txt,5,2,1
3852.txt,6,2,0
3853.txt,6,7,5
3854.txt,4,1,0
3855.txt,7,3,7
3858.txt,8,3,1
3859.txt,12,6,2
3862.txt,4,2,1
3863.txt,4,2,1
3865.txt,6,1,0
3866.txt,6,4,5
3868.txt,4,1,1
3869.txt,4,2,1
3870.txt,9,3,1
3872.txt,4,1,1
3873.txt,7,1,1
3874.txt,8,5,5
3875.txt,7,4,5
3876.txt,5,1,1
3877.txt,10,4,3
3878.txt,6,3,4
3880.txt,5,3,2
3881.txt,10,3,2
3882.txt,9,2,2
3884.txt,6,3,0
3886.txt,4,1,0
3887.txt,6,2,0
3888.txt,4,1,0
3891.txt,3,5,2
3892.txt,18,10,10
3893.txt,5,1,2
3895.txt,9,4,1
3896.txt,6,1,2
3898.txt,4,1,0
3899.txt,16,2,4
3901.txt,7,4,1
3902.txt,4,1,0
3905.txt,6,1,1
3907.txt,9,9,4
3908.txt,6,1,1
3909.txt,6,2,1
3910.txt,4,2,2
3912.txt,12,4,1
3915.txt,7,5,2
3917.txt,6,1,2
3918.txt,5,2,3
3919.txt,4,2,1
3920.txt,5,5,2
3921.txt,7,1,0
3924.txt,5,2,0
3925.txt,7,4,0
3926.txt,10,6,5
3927.txt,1,1,0
3928.txt,6,3,2
3929.txt,7,3,0
3930.txt,6,2,3
3932.txt,5,1,0
3933.txt,6,1,0
3934.txt,8,1,1
3935.txt,16,5,1
3937.txt,6,1,1
3940.txt,6,2,0
3941.txt,12,2,2
3942.txt,9,3,5
3943.txt,4,1,0
3944.txt,6,1,0
3945.txt,12,5,7
3947.txt,7,1,0
3949.txt,6,3,2
3950.txt,6,2,0
3951.txt,5,2,2
3952.txt,9,5,4
3956.txt,6,1,1
3959.txt,7,1,0
3960.txt,4,2,2
3961.txt,9,3,3
3963.txt,6,2,0
3964.txt,6,3,1
3965.txt,4,1,0
3966.txt,11,1,0
3967.txt,5,1,1
3968.txt,4,1,1
3969.txt,6,3,3
3972.txt,11,3,1
3974.txt,12,4,5
3975.txt,7,1,0
3977.txt,7,2,2
3979.txt,6,2,1
3980.txt,8,6,3
3983.txt,8,2,2
3984.txt,10,3,2
3985.txt,6,1,1
3987.txt,6,2,1
3988.txt,9,4,6
3989.txt,5,1,0
3990.txt,5,2,1
3991.txt,4,1,1
3992.txt,6,1,0
3993.txt,5,2,2
3994.txt,6,3,2
3995.txt,12,5,3
3996.txt,7,1,1
3997.txt,5,2,2
